Product Name,Price,Discount,Battery,Display,Ratings,Reviews,Camera,Actual Price,Processor,RAM,ROM,brand,type
"vivo Y20A 2021 (Dawn White, 64 GB)",15490.0,21.0,5000 mAh Battery,16.54 cm (6.51 inch) HD+ Display,2968.0,171.0,13MP + 2MP + 2MP | 8MP Front Camera,13990.0,Qualcomm Snapdragon 439 Processor,3.0,64.0,vivo,Android
"vivo U10 (Electric Blue, 64 GB)",13990.0,28.0,5000 mAh Li-ion Battery,16.13 cm (6.35 inch) HD+ Display,5651.0,354.0,13MP + 8MP + 2MP | 8MP Front Camera,15999.0,Qualcomm Snapdragon 665 AIE Processor,4.0,64.0,vivo,Android
"vivo Y12G (Glacier Blue, 32 GB)",10990.0,32.0,5000 mAh Li-ion Battery,16.54 cm (6.51 inch) HD+ Display,4790.0,335.0,13MP + 2MP | 8MP Front Camera,22990.0,Qualcomm Snapdragon 439 Processor,3.0,32.0,vivo,Android
"vivo Y28e 5G Charger in the Box (Breeze Green, 128 GB)",11499.0,34.0,5000 mAh Battery,16.66 cm (6.56 inch) Display,620.0,17.0,13MP + 0.08MP | 5MP Front Camera,14490.0,Dimensity 6300 Processor,4.0,128.0,vivo,Android
"vivo V29 Pro 5G (Blue, 256 GB)",39999.0,38.0,4600 mAh Battery,17.22 cm (6.78 inch) Full HD+ AMOLED Display,6224.0,907.0,50MP + 12MP + 8MP | 50MP Front Camera,12999.0,Dimensity 8200 Processor,8.0,256.0,vivo,Android
"vivo Y300 Plus 5G (Silk Green, 128 GB)",23999.0,20.0,5000 mAh Battery,17.22 cm (6.78 inch) Display,250.0,16.0,50MP + 2MP | 32MP Front Camera,29999.0,695 Processor,8.0,128.0,vivo,Android
"vivo T2 5G (Nitro Blaze, 128 GB)",17999.0,28.0,4500 mAh Battery,16.21 cm (6.38 inch) Full HD+ Display,20055.0,1322.0,64 MP (OIS) + 2MP | 16MP Front Camera,24999.0,Snapdragon 695 Processor,8.0,128.0,vivo,Android
"vivo Y36 (Vibrant Gold, 128 GB)",14999.0,31.0,5000 mAh Battery,16.87 cm (6.64 inch) Full HD+ Display,1369.0,64.0,50MP + 2MP | 16MP Front Camera,21999.0,Snapdragon 680 Processor,8.0,128.0,vivo,Android
"vivo Y200 Pro 5G (Silk Green, 128 GB)",24999.0,33.0,5000 mAh Battery,17.22 cm (6.78 inch) Display,401.0,22.0,64MP + 2MP | 16MP Front Camera,23999.0,695 Processor,8.0,128.0,vivo,Android
"vivo Y200 Pro 5G (Silk Black, 128 GB)",24999.0,30.0,5000 mAh Battery,17.22 cm (6.78 inch) Display,401.0,22.0,64MP + 2MP | 16MP Front Camera,19999.0,695 Processor,8.0,128.0,vivo,Android
"vivo T2 5G (Nitro Blaze, 128 GB)",15999.0,22.0,4500 mAh Battery,16.21 cm (6.38 inch) Full HD+ Display,113403.0,7186.0,64 MP (OIS) + 2MP | 16MP Front Camera,32999.0,Snapdragon 695 Processor,6.0,128.0,vivo,Android
"vivo Y28s 5G (Vintage Red, 128 GB)",13840.0,8.0,5000 mAh Battery,16.66 cm (6.56 inch) HD+ Display,857.0,45.0,50MP + 50MP,60999.0,1 Year,6.0,128.0,vivo,Android
"vivo V30e (Silk Blue, 128 GB)",25499.0,28.0,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,5596.0,390.0,50MP + 8MP | 50MP Front Camera,18999.0,6 Gen 1 Processor,8.0,128.0,vivo,Android
"vivo V40 Pro 5G (Titanium Grey, 512 GB)",55999.0,9.0,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,778.0,91.0,50MP + 50MP + 50MP | 50MP Front Camera,54999.0,Dimensity 9200+ Processor,12.0,512.0,vivo,Android
"vivo Y22 (Starlit Blue, 128 GB)",13499.0,29.0,5000 mAh Lithium Battery,16.64 cm (6.55 inch) HD+ Display,2164.0,129.0,50MP + 2MP | 8MP Front Camera,30990.0,Mediatek Helio G70 Processor,4.0,128.0,vivo,Android
"vivo V40 Pro 5G (Titanium Grey, 256 GB)",49999.0,32.0,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,1029.0,134.0,50MP + 50MP + 50MP | 50MP Front Camera,18999.0,Dimensity 9200+ Processor,8.0,256.0,vivo,Android
"vivo T1 Pro 5G (Turbo Black, 128 GB)",21990.0,26.0,4700 mAh Lithium Battery,16.36 cm (6.44 inch) Full HD+ AMOLED Display,21239.0,1962.0,64MP + 8MP + 2MP | 16MP Front Camera,18999.0,Qualcomm Snapdragon 778G 5G Mobile Platform Processor,8.0,128.0,vivo,Android
"vivo Y27 (Garden Green, 128 GB)",12816.0,20.0,5000 mAh Battery,16.87 cm (6.64 inch) Full HD+ Display,2723.0,120.0,50MP + 2MP | 8MP Front Camera,29999.0,Helio G85 Processor,6.0,128.0,vivo,Android
"vivo Y27 (Sea Blue, 128 GB)",13999.0,10.0,5000 mAh Battery,16.87 cm (6.64 inch) Full HD+ Display,2723.0,120.0,50MP + 2MP | 8MP Front Camera,39999.0,Helio G85 Processor,6.0,128.0,vivo,Android
"vivo Y300 Plus 5G (Silk Black, 128 GB)",23999.0,10.0,5000 mAh Battery,17.22 cm (6.78 inch) Display,250.0,16.0,50MP + 2MP | 32MP Front Camera,39999.0,695 Processor,8.0,128.0,vivo,Android
"vivo V25 Pro 5G (Pure Black, 128 GB)",35999.0,22.0,4830 mAh Lithium Battery,16.66 cm (6.56 inch) Full HD+ Display,7632.0,930.0,64MP + 8MP + 2MP | 32MP Front Camera,19990.0,Mediatek Dimensity 1300 Processor,8.0,128.0,vivo,Android
"vivo V25 Pro 5G (Sailing Blue, 128 GB)",35999.0,48.0,4830 mAh Lithium Battery,16.66 cm (6.56 inch) Full HD+ Display,7632.0,930.0,64MP + 8MP + 2MP | 32MP Front Camera,16990.0,Mediatek Dimensity 1300 Processor,8.0,128.0,vivo,Android
"vivo Y22 (Starlit Blue, 128 GB)",15499.0,33.0,5000 mAh Lithium Battery,16.64 cm (6.55 inch) HD+ Display,1947.0,109.0,50MP + 2MP | 8MP Front Camera,45930.0,Mediatek Helio G70 Processor,6.0,128.0,vivo,Android
"vivo Y21E (Diamond Glow, 64 GB)",8790.0,25.0,5000 mAh Battery,16.54 cm (6.51 inch) Display,532.0,29.0,13MP Rear Camera,31999.0,12 Months,3.0,64.0,vivo,Android
"vivo Y100A (Pacific Blue, 128 GB)",21999.0,26.0,4500 mAh Battery,16.21 cm (6.38 inch) Full HD+ Display,742.0,47.0,64MP + 2MP + 2MP | 16MP Front Camera,29999.0,Snapdragon 695 Processor,8.0,128.0,vivo,Android
"vivo Y28e (Breeze Green, 128 GB)",12390.0,22.0,5000 mAh Battery,16.66 cm (6.56 inch) Display,107.0,3.0,13MP Rear Camera,15999.0,1 year,4.0,128.0,vivo,Android
"vivo V25 Pro 5G (Sailing Blue, 128 GB)",27999.0,30.0,4830 mAh Battery,16.66 cm (6.56 inch) Full HD+ Display,7632.0,930.0,64MP + 8MP + 2MP | 32MP Front Camera,39999.0,Mediatek Dimensity 1300 Processor,8.0,128.0,vivo,Android
"vivo V40e 5G (Royal Bronze, 128 GB)",25999.0,23.0,5500 mAh Battery,17.2 cm (6.77 inch) Display,6121.0,454.0,50MP + 8MP | 50MP Front Camera,33999.0,Dimensity 7300 Processor,8.0,128.0,vivo,Android
"vivo Y200 5G (Desert Gold, 256 GB)",21999.0,24.0,4800 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,3241.0,219.0,64MP + 2MP | 16MP Front Camera,28999.0,4 Gen 1 Processor,8.0,256.0,vivo,Android
"vivo Y200 5G (Desert Gold, 256 GB)",23299.0,19.0,4800 mAh Battery,16.94 cm (6.67 inch) Full HD+ AMOLED Display,3241.0,219.0,64MP + 2MP | 16MP Front Camera,28999.0,4 Gen 1 Processor,8.0,256.0,vivo,Android
"vivo V29 5G (Blue, 128 GB)",32999.0,19.0,4600 mAh Battery,17.22 cm (6.78 inch) Full HD+ AMOLED Display,9588.0,1036.0,50MP + 8MP + 2MP | 50MP Front Camera,17990.0,778G Processor,8.0,128.0,vivo,Android
"vivo Y22 (Starlit Blue, 64 GB)",14499.0,19.0,5000 mAh Lithium Battery,16.64 cm (6.55 inch) HD+ Display,2164.0,129.0,50MP + 2MP | 8MP Front Camera,17990.0,Mediatek Helio G70 Processor,4.0,64.0,vivo,Android
"vivo Y22 (Metaverse Green, 64 GB)",14499.0,27.0,5000 mAh Lithium Battery,16.64 cm (6.55 inch) HD+ Display,2164.0,129.0,50MP + 2MP | 8MP Front Camera,19990.0,Mediatek Helio G70 Processor,4.0,64.0,vivo,Android
"vivo T1 44W (Starry Sky, 128 GB)",14499.0,27.0,5000 mAh Lithium Battery,16.36 cm (6.44 inch) Full HD+ AMOLED Display,116399.0,7312.0,50MP + 2MP + 2MP | 16MP Front Camera,19990.0,Qualcomm Snapdragon 680 Processor,4.0,128.0,vivo,Android
"vivo T1 44W (Midnight Galaxy, 128 GB)",14499.0,30.0,5000 mAh Lithium Battery,16.36 cm (6.44 inch) Full HD+ AMOLED Display,116399.0,7312.0,50MP + 2MP + 2MP | 16MP Front Camera,11999.0,Qualcomm Snapdragon 680 Processor,4.0,128.0,vivo,Android
"vivo Y18e (Gem Green, 64 GB)",8399.0,28.0,5000 mAh Battery,16.66 cm (6.56 inch) Display,808.0,26.0,13MP + 0.08MP | 5MP Front Camera,18999.0,Helios G85 Processor,4.0,64.0,vivo,Android
"vivo Y22 (Metaverse Green, 128 GB)",13499.0,19.0,5000 mAh Lithium Battery,16.64 cm (6.55 inch) HD+ Display,2164.0,129.0,50MP + 2MP | 8MP Front Camera,30990.0,Mediatek Helio G70 Processor,4.0,128.0,vivo,Android
"vivo T1 Pro 5G (Turbo Cyan, 128 GB)",24999.0,43.0,4700 mAh Lithium Battery,16.36 cm (6.44 inch) Full HD+ AMOLED Display,21239.0,1962.0,64MP + 8MP + 2MP | 16MP Front Camera,16999.0,Qualcomm Snapdragon 778G 5G Mobile Platform Processor,8.0,128.0,vivo,Android
"vivo Y16 (Drizzling Gold, 128 GB)",9597.0,17.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,8331.0,440.0,13MP + 2MP | 5MP Front Camera,28990.0,Mediatek Helio P35 Processor,4.0,128.0,vivo,Android
"vivo Y200 5G (Desert Gold, 128 GB)",23999.0,29.0,4800 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,3241.0,219.0,64MP + 2MP | 16MP Front Camera,41990.0,4 Gen 1 Processor,8.0,128.0,vivo,Android
"vivo T1 Pro 5G (Turbo Black, 128 GB)",29691.0,32.0,4700 mAh Lithium Battery,16.36 cm (6.44 inch) Full HD+ AMOLED Display,10084.0,929.0,64MP + 8MP + 2MP | 16MP Front Camera,39999.0,Qualcomm Snapdragon 778G 5G Mobile Platform Processor,6.0,128.0,vivo,Android
"vivo V23 Pro 5G (Stardust Black, 128 GB)",26999.0,27.0,4300 mAh Lithium Battery,16.66 cm (6.56 inch) Full HD+ Display,4217.0,420.0,108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,19999.0,Mediatek Dimensity 1200 Processor,8.0,128.0,vivo,Android
"vivo V25 Pro 5G (sailing blue, 128 GB)",14499.0,27.0,4830 mAh Battery,16.66 cm (6.56 inch) Full HD+ Display,7632.0,930.0,64MP + 8MP + 2MP | 32MP Front Camera,21999.0,Mediatek Dimensity 1300 Processor,8.0,128.0,vivo,Android
"vivo Y28 5G (Glitter Aqua, 128 GB)",15999.0,27.0,5000 mAh Battery,16.66 cm (6.56 inch) Display,841.0,39.0,50MP + 2MP | 8MP Front Camera,17999.0,Dimensity 6020 Processor,6.0,128.0,vivo,Android
"vivo Y28 5G (Crystal Purple, 128 GB)",12999.0,25.0,5000 mAh Battery,16.66 cm (6.56 inch) Display,298.0,18.0,50MP + 2MP | 8MP Front Camera,31999.0,Dimensity 6020 Processor,8.0,128.0,vivo,Android
"vivo Y01 (Elegant Black, 32 GB)",7999.0,38.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,1826.0,97.0,8MP Rear Camera | 5MP Front Camera,12999.0,Mediatek Helio P35 Processor,2.0,32.0,vivo,Android
"vivo T1 44W (Midnight Galaxy, 128 GB)",15999.0,23.0,5000 mAh Lithium Battery,16.36 cm (6.44 inch) Full HD+ AMOLED Display,67036.0,4441.0,50MP + 2MP + 2MP | 16MP Front Camera,20990.0,Qualcomm Snapdragon 680 Processor,6.0,128.0,vivo,Android
"vivo T3 Pro 5G (Emerald Green, 256 GB)",24999.0,21.0,5500 mAh Battery,17.2 cm (6.77 inch) Full HD+ AMOLED Display,48590.0,3354.0,50MP + 8MP | 16MP Front Camera,31999.0,Snapdragon 7 Gen 3 Processor,8.0,256.0,vivo,Android
"vivo Y56 5G (Orange Shimmer, 128 GB)",17999.0,28.0,5000 mAh Battery,16.71 cm (6.58 inch) Full HD+ Display,4595.0,288.0,50MP + 2MP | 16MP Front Camera,24999.0,Mediatek Dimensity 700 Processor,8.0,128.0,vivo,Android
"vivo Y56 5G (Black Engine, 128 GB)",17999.0,28.0,5000 mAh Battery,16.71 cm (6.58 inch) Full HD+ Display,4595.0,288.0,50MP + 2MP | 16MP Front Camera,24999.0,Mediatek Dimensity 700 Processor,8.0,128.0,vivo,Android
"vivo Y100A (Twilight Gold, 128 GB)",21999.0,26.0,4500 mAh Battery,16.21 cm (6.38 inch) Full HD+ Display,742.0,47.0,64MP + 2MP + 2MP | 16MP Front Camera,29999.0,Snapdragon 695 Processor,8.0,128.0,vivo,Android
"vivo T1 44W (Starry Sky, 128 GB)",15999.0,23.0,5000 mAh Lithium Battery,16.36 cm (6.44 inch) Full HD+ AMOLED Display,67036.0,4441.0,50MP + 2MP + 2MP | 16MP Front Camera,20990.0,Qualcomm Snapdragon 680 Processor,6.0,128.0,vivo,Android
"vivo Y200 5G (Jungle Green, 256 GB)",23299.0,19.0,4800 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,3241.0,219.0,64MP + 2MP | 16MP Front Camera,28999.0,4 Gen 1 Processor,8.0,256.0,vivo,Android
"vivo X90 (Asteroid Black, 256 GB)",42990.0,31.0,4810 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,1069.0,166.0,50MP + 12MP + 12MP | 32MP Front Camera,62526.0,Dimensity 9200 Processor,8.0,256.0,vivo,Android
"vivo Y56 5G (Orange Shimmer, 128 GB)",15999.0,30.0,5000 mAh Battery,16.71 cm (6.58 inch) Full HD+ Display,357.0,20.0,50MP + 2MP | 16MP Front Camera,22999.0,Mediatek Dimensity 700 Processor,4.0,128.0,vivo,Android
"vivo V30 (Peacock Green, 128 GB)",29790.0,23.0,5000 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,4.0,1.0,50MP Rear Camera,38999.0,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,8.0,128.0,vivo,Android
"vivo V25 5G (Elegant Black, 128 GB)",27999.0,15.0,4500 mAh Lithium Battery,16.36 cm (6.44 inch) Full HD+ Display,8983.0,804.0,64MP + 8MP + 2MP | 50MP Front Camera,32999.0,Dimensity 900 Processor,8.0,128.0,vivo,Android
"vivo Y16 (Steller Black, 64 GB)",11899.0,25.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,8331.0,440.0,13MP + 2MP | 5MP Front Camera,15999.0,Mediatek Helio P35 Processor,4.0,64.0,vivo,Android
"vivo Y15c (Wave Green, 64 GB)",8899.0,40.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,1638.0,103.0,13MP + 2MP | 8MP Front Camera,14990.0,Mediatek Helio P35 Processor,3.0,64.0,vivo,Android
"vivo V30 5G (Andaman Blue, 256 GB)",34999.0,18.0,5000 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,1131.0,97.0,50MP + 50MP | 50MP Front Camera,42999.0,7 Gen 3 Processor,12.0,256.0,vivo,Android
"vivo Y28e (Vintage Red, 128 GB)",11900.0,26.0,5000 mAh Battery,16.66 cm (6.56 inch) Display,107.0,3.0,13MP Rear Camera,16293.0,1 year,4.0,128.0,vivo,Android
"vivo T1 5G (Starlight Black, 128 GB)",16990.0,19.0,5000 mAh Lithium Battery,16.71 cm (6.58 inch) Full HD+ Display,181273.0,13965.0,50MP + 2MP + 2MP | 16MP Front Camera,20990.0,Qualcomm Snapdragon 695 Processor,6.0,128.0,vivo,Android
"vivo V40 5G (Lotus Purple, 512 GB)",42999.0,14.0,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,1050.0,106.0,50MP + 50MP | 50MP Front Camera,49999.0,Snapdragon 7 Gen 3 Processor,12.0,512.0,vivo,Android
"vivo V27 5G (Noble Black, 128 GB)",32999.0,10.0,4600 mAh Battery,17.22 cm (6.78 Inch) Full HD+ AMOLED Display,28151.0,2924.0,50MP (OIS) + 8MP + 2MP | 50MP Front Camera,36999.0,Mediatek Dimensity 7200 5G Processor,8.0,128.0,vivo,Android
"vivo Y16 (Drizzling Gold, 64 GB)",10005.0,33.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,3276.0,162.0,13MP + 2MP | 5MP Front Camera,14999.0,Mediatek Helio P35 Processor,3.0,64.0,vivo,Android
"vivo V29 5G (Black, 256 GB)",35140.0,16.0,4600 mAh Battery,17.22 cm (6.78 inch) Full HD+ AMOLED Display,3004.0,285.0,50MP + 8MP + 2MP | 50MP Front Camera,41999.0,778G Processor,12.0,256.0,vivo,Android
"vivo Y56 5G (Black Engine, 128 GB)",13899.0,39.0,5000 mAh Battery,16.71 cm (6.58 inch) Full HD+ Display,357.0,20.0,50MP + 2MP | 16MP Front Camera,22999.0,Mediatek Dimensity 700 Processor,4.0,128.0,vivo,Android
"vivo Y02 (Sunset Gold, 32 GB)",7999.0,38.0,5000 mAh Battery,16.54 cm (6.51 inch) Display,1416.0,61.0,8MP Rear Camera,12999.0,12 Months,3.0,32.0,vivo,Android
"vivo Y28e 5G (Breeze Green, 64 GB)",11999.0,20.0,5000 mAh Battery,16.66 cm (6.56 inch) Display,620.0,17.0,13MP + 0.08MP | 5MP Front Camera,14999.0,Dimensity 6300 Processor,4.0,64.0,vivo,Android
"vivo Y35 (Agate Black, 128 GB)",13999.0,39.0,5000 mAh Lithium Battery,16.71 cm (6.58 inch) Full HD+ Display,4528.0,281.0,50MP + 2MP + 2MP | 16MP Front Camera,22999.0,Qualcomm Snapdragon 680 Processor,8.0,128.0,vivo,Android
"vivo X80 (Urban Blue, 256 GB)",59999.0,7.0,4500 mAh Lithium Battery,17.22 cm (6.78 inch) Full HD+ Display,431.0,72.0,50MP + 12MP + 12MP | 32MP Front Camera,64999.0,Mediatek Dimensity 9000 Processor,12.0,256.0,vivo,Android
"vivo T2 5G (Velocity Wave, 128 GB)",15999.0,33.0,4500 mAh Battery,16.21 cm (6.38 inch) Full HD+ Display,113403.0,7186.0,64 MP (OIS) + 2MP | 16MP Front Camera,23999.0,Snapdragon 695 Processor,6.0,128.0,vivo,Android
"vivo V40 5G (Ganges Blue, 128 GB)",34999.0,12.0,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,8027.0,850.0,50MP + 50MP | 50MP Front Camera,39999.0,Snapdragon 7 Gen 3 Processor,8.0,128.0,vivo,Android
"vivo Y21T (Pearl White, 128 GB)",15499.0,22.0,5000 mAh Lithium Battery,16.71 cm (6.58 inch) Full HD+ Display,2056.0,128.0,50MP + 2MP + 2MP | 8MP Front Camera,19990.0,Qualcomm Snapdragon 680 Processor,4.0,128.0,vivo,Android
"vivo Y21T (Midnight Blue, 128 GB)",19985.0,28.0,5000 mAh Lithium Battery,16.71 cm (6.58 inch) Full HD+ Display,2056.0,128.0,50MP + 2MP + 2MP | 8MP Front Camera,19990.0,Qualcomm Snapdragon 680 Processor,4.0,128.0,vivo,Android
"vivo T2 5G (Velocity Wave, 128 GB)",17999.0,4.0,4500 mAh Battery,16.21 cm (6.38 inch) Full HD+ Display,20055.0,1322.0,64 MP (OIS) + 2MP | 16MP Front Camera,24999.0,Snapdragon 695 Processor,8.0,128.0,vivo,Android
"vivo Y21E (Midnight Blue, 64 GB)",43990.0,7.0,5000 mAh Battery,16.54 cm (6.51 inch) Display,532.0,29.0,13MP Rear Camera,45990.0,12 months,3.0,64.0,vivo,Android
"vivo V23 Pro 5G (Sunshine Gold, 256 GB)",38990.0,19.0,4300 mAh Lithium Battery,16.66 cm (6.56 inch) Full HD+ Display,1807.0,202.0,108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,41990.0,Mediatek Dimensity 1200 Processor,12.0,256.0,vivo,Android
"vivo V23 Pro 5G (Sunshine Gold, 128 GB)",10449.0,26.0,4300 mAh Lithium Battery,16.66 cm (6.56 inch) Full HD+ Display,4217.0,420.0,108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,12999.0,Mediatek Dimensity 1200 Processor,8.0,128.0,vivo,Android
"vivo Y28e (Breeze Green, 64 GB)",18999.0,9.0,5000 mAh Battery,16.66 cm (6.56 inch) Display,107.0,3.0,13MP Rear Camera,16999.0,1 year,4.0,64.0,vivo,Android
"vivo Y27 (Burgundy Black, 128 GB)",12499.0,25.0,5000 mAh Battery,16.87 cm (6.64 inch) Full HD+ Display,2723.0,120.0,50MP + 2MP | 8MP Front Camera,14999.0,Helio G85 Processor,6.0,128.0,vivo,Android
"vivo Y16 (Steller Black, 64 GB)",14998.0,9.0,5000 mAh Battery,16.54 cm (6.51 inch) Display,8331.0,440.0,13MP Rear Camera,9900.0,1 Year of Device & 6 Months for In-Box Accessories,4.0,64.0,vivo,Android
"vivo Y28e (Vintage Red, 64 GB)",9850.0,23.0,5000 mAh Battery,16.66 cm (6.56 inch) Display,107.0,3.0,13MP Rear Camera,64999.0,1 year,4.0,64.0,vivo,Android
"vivo Y16 (Steller Black, 32 GB)",64995.0,8.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,3276.0,162.0,13MP + 2MP | 5MP Front Camera,54990.0,Mediatek Helio P35 Processor,3.0,32.0,vivo,Android
"vivo X80 (Cosmic Black, 256 GB)",49990.0,8.0,4500 mAh Lithium Battery,17.22 cm (6.78 inch) Full HD+ Display,431.0,72.0,50MP + 12MP + 12MP | 32MP Front Camera,39999.0,Mediatek Dimensity 9000 Processor,12.0,256.0,vivo,Android
"vivo X70 Pro (Cosmic Black, 256 GB)",29775.0,31.0,4450 mAh Battery,16.66 cm (6.56 inch) Full HD+ Display,3845.0,687.0,50MP + 12MP + 12MP + 8MP | 32MP Front Camera,51990.0,MediaTek Dimensity 1200 Processor,8.0,256.0,vivo,Android
"vivo X90 (Breeze Blue, 256 GB)",50499.0,22.0,4810 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,502.0,61.0,50MP + 12MP + 12MP | 32MP Front Camera,64999.0,Dimensity 9200 Processor,12.0,256.0,vivo,Android
"vivo Y100A (Metal Black, 256 GB)",23999.0,25.0,4500 mAh Battery,16.21 cm (6.38 inch) Full HD+ Display,742.0,47.0,64MP + 2MP + 2MP | 16MP Front Camera,31999.0,Snapdragon 695 Processor,8.0,256.0,vivo,Android
"vivo Y15c (Mystic Blue, 64 GB)",9799.0,29.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,1638.0,103.0,13MP + 2MP | 8MP Front Camera,13990.0,Mediatek Helio P35 Processor,3.0,64.0,vivo,Android
"vivo y15s (MYSTIC BLUE, 32 GB)",9499.0,34.0,5000 mAh Battery,16.54 cm (6.51 inch) Display,4750.0,320.0,13MP Rear Camera,14490.0,1 YEAR FOR DEVICE & SIX MONTH FOR INBOX ACCESSORIES,3.0,32.0,vivo,Android
"vivo Y15c (Wave Green, 32 GB)",9499.0,34.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,1638.0,103.0,13MP + 2MP | 8MP Front Camera,14490.0,Mediatek Helio P35 Processor,3.0,32.0,vivo,Android
"vivo Y15c (Mystic Blue, 32 GB)",36999.0,28.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,1638.0,103.0,13MP + 2MP | 8MP Front Camera,13999.0,Mediatek Helio P35 Processor,3.0,32.0,vivo,Android
"vivo V25 5G (Elegant Black, 256 GB)",9999.0,28.0,4500 mAh Lithium Battery,16.36 cm (6.44 inch) Full HD+ Display,1978.0,196.0,64MP + 8MP + 2MP | 50MP Front Camera,20999.0,Dimensity 900 Processor,12.0,256.0,vivo,Android
"vivo Y18 (Gem Green, 128 GB)",14999.0,31.0,5000 mAh Battery,16.66 cm (6.56 inch) Display,1429.0,56.0,50MP + 0.08MP | 8MP Front Camera,18999.0,Helios G85 Processor,4.0,128.0,vivo,Android
"vivo T2x 5G (Black Gladiator, 128 GB)",12999.0,30.0,5000 mAh Battery,16.71 cm (6.58 inch) Full HD+ Display,77156.0,4341.0,50MP + 2MP | 8MP Front Camera,17999.0,Mediatek Dimensity 6020 Processor,8.0,128.0,vivo,Android
"vivo T2x 5G (Sunstone Orange, 128 GB)",12499.0,33.0,5000 mAh Battery,16.71 cm (6.58 inch) Full HD+ Display,448995.0,23707.0,50MP + 2MP | 8MP Front Camera,17999.0,Mediatek Dimensity 6020 Processor,6.0,128.0,vivo,Android
"vivo T2x 5G (Marine Blue, 128 GB)",11999.0,33.0,5000 mAh Battery,16.71 cm (6.58 inch) Full HD+ Display,187114.0,9391.0,50MP + 2MP | 8MP Front Camera,17999.0,Mediatek Dimensity 6020 Processor,4.0,128.0,vivo,Android
"vivo T2x 5G (Aurora Gold, 128 GB)",11999.0,7.0,5000 mAh Battery,16.71 cm (6.58 inch) Full HD+ Display,187114.0,9391.0,50MP + 2MP | 8MP Front Camera,13999.0,Mediatek Dimensity 6020 Processor,4.0,128.0,vivo,Android
"vivo T2x 5G (Black Gladiator, 128 GB)",12999.0,16.0,5000 mAh Battery,16.71 cm (6.58 inch) Full HD+ Display,187114.0,9391.0,50MP + 2MP | 8MP Front Camera,37999.0,Mediatek Dimensity 6020 Processor,4.0,128.0,vivo,Android
"vivo Y16 (Drizzling Gold, 32 GB)",31780.0,17.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,3276.0,162.0,13MP + 2MP | 5MP Front Camera,19990.0,Mediatek Helio P35 Processor,3.0,32.0,vivo,Android
"vivo V29 5G (Black, 128 GB)",16499.0,9.0,4600 mAh Battery,17.22 cm (6.78 inch) Full HD+ AMOLED Display,9588.0,1036.0,50MP + 8MP + 2MP | 50MP Front Camera,41990.0,778G Processor,8.0,128.0,vivo,Android
"vivo Y22 (Metaverse Green, 128 GB)",37950.0,19.0,5000 mAh Lithium Battery,16.64 cm (6.55 inch) HD+ Display,1947.0,109.0,50MP + 2MP | 8MP Front Camera,36999.0,Mediatek Helio G70 Processor,6.0,128.0,vivo,Android
"vivo V27 Pro 5G (Noble Black, 128 GB)",19490.0,11.0,4600 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,8112.0,1031.0,50MP (OIS) + 8MP + 2MP | 50MP Front Camera,44999.0,Mediatek Dimensity 8200 Processor,8.0,128.0,vivo,Android
"vivo Y21 (Midnight Blue, 128 GB)",19490.0,9.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,15395.0,1087.0,13MP + 2MP | 8MP Front Camera,40999.0,Mediatek Helio P35 Processor,4.0,128.0,vivo,Android
"vivo Y21 (Diamond Glow, 128 GB)",29800.0,38.0,5000 mAh Lithium Battery,16.54 cm (6.51 inch) HD+ Display,15395.0,1087.0,13MP + 2MP | 8MP Front Camera,12999.0,Mediatek Helio P35 Processor,4.0,128.0,vivo,Android
