Product Name,Price,Discount,Battery,Display,Ratings,Reviews,Camera,Actual Price,Processor,RAM,ROM,brand,type
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",10999.0,21.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,14676.0,432.0,32MP Rear Camera | 8MP Front Camera,13999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme P1 5G (Feather Blue, 256 GB)",18999.0,17.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,22999.0,Dimensity 7050 Processor,8.0,256.0,realme,Android
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",12999.0,13.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,2954.0,104.0,32MP Rear Camera | 8MP Front Camera,14999.0,Dimensity 6300 Processor,8.0,128.0,realme,Android
"realme Narzo N61 (Marble Black, 64 GB)",7613.0,15.0,5000 mAh Battery,17.12 cm (6.74 inch) Display,3354.0,165.0,32MP Rear Camera,8999.0,1 Year,4.0,64.0,realme,Android
"realme Narzo N61 (Voyage Blue, 64 GB)",7990.0,8.0,5000 mAh Battery,17.12 cm (6.74 inch) Display,3354.0,165.0,32MP Rear Camera,8756.0,1 Year,4.0,64.0,realme,Android
"realme P1 5G (Peacock Green, 128 GB)",15999.0,27.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,21999.0,Dimensity 7050 Processor,8.0,128.0,realme,Android
"realme Narzo N61 (Voyage Blue, 128 GB)",10560.0,3.0,5000 mAh Battery,17.12 cm (6.74 inch) Display,1099.0,44.0,32MP Rear Camera,10990.0,1 Year,6.0,128.0,realme,Android
"realme P1 5G (Peacock Green, 256 GB)",18999.0,17.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,22999.0,Dimensity 7050 Processor,8.0,256.0,realme,Android
"realme C63 5G Charger in the Box (Forest Green, 128 GB)",12999.0,13.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,2954.0,104.0,32MP Rear Camera | 8MP Front Camera,14999.0,Dimensity 6300 Processor,8.0,128.0,realme,Android
"realme C63 5G Charger in the Box (Forest Green, 128 GB)",10999.0,15.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4589.0,205.0,32MP Rear Camera | 8MP Front Camera,12999.0,Dimensity 6300 Processor,4.0,128.0,realme,Android
"realme P1 5G (Phoenix Red, 128 GB)",15999.0,27.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,21999.0,Dimensity 7050 Processor,8.0,128.0,realme,Android
"realme P1 5G (Phoenix Red, 128 GB)",14999.0,28.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,88444.0,5217.0,50MP + 2MP | 16MP Front Camera,20999.0,Dimensity 7050 Processor,6.0,128.0,realme,Android
"realme P1 5G (Feather Blue, 128 GB)",15999.0,27.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,21999.0,Dimensity 7050 Processor,8.0,128.0,realme,Android
"realme P1 5G (Feather Blue, 128 GB)",14999.0,28.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,88444.0,5217.0,50MP + 2MP | 16MP Front Camera,20999.0,Dimensity 7050 Processor,6.0,128.0,realme,Android
"realme P1 5G (Peacock Green, 128 GB)",14999.0,28.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,88444.0,5217.0,50MP + 2MP | 16MP Front Camera,20999.0,Dimensity 7050 Processor,6.0,128.0,realme,Android
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",10999.0,15.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4589.0,205.0,32MP Rear Camera | 8MP Front Camera,12999.0,Dimensity 6300 Processor,4.0,128.0,realme,Android
"realme P1 5G (Phoenix Red, 256 GB)",18999.0,17.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,22999.0,Dimensity 7050 Processor,8.0,256.0,realme,Android
"realme C63 5G Charger in the Box (Forest Green, 128 GB)",10999.0,21.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,14676.0,432.0,32MP Rear Camera | 8MP Front Camera,13999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme C61 (Marble Black, 128 GB)",7864.0,28.0,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,10660.0,350.0,32MP Rear Camera | 5MP Front Camera,10999.0,T612 Processor,6.0,128.0,realme,Android
"realme 70 TURBO 5G (Turbo Purple, 128 GB)",16445.0,21.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,1865.0,162.0,50MP Rear Camera,20999.0,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,8.0,128.0,realme,Android
"realme P1 5G (Peacock Green, 128 GB)",22999.0,25.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,88444.0,5217.0,50MP + 2MP | 16MP Front Camera,30999.0,Dimensity 7050 Processor,6.0,128.0,realme,Android
"realme P2 Pro 5G (Eagle Grey, 512 GB)",15199.0,24.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,7398.0,617.0,50MP + 8MP | 32MP Front Camera,19999.0,7s Gen2 Processor,12.0,512.0,realme,Android
"realme Narzo N65 5G (Amber Gold, 128 GB)",10399.0,25.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,803.0,36.0,50MP Rear Camera,13999.0,1 Year,4.0,128.0,realme,Android
"realme GT 6T 5G (Fluid Silver, 128 GB)",25280.0,25.0,5500 mAh Battery,17.22 cm (6.78 inch) Display,2225.0,168.0,50MP Rear Camera,33999.0,1 Year,8.0,128.0,realme,Android
"realme 12 Pro+ 5G (Explorer Red, 256 GB)",22999.0,36.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,26058.0,3056.0,50MP + 8MP + 64MP | 32MP Front Camera,35999.0,Snapdragon 7s Gen 2 Processor,8.0,256.0,realme,Android
"realme C63 5G (Forest Green, 128 GB)",11299.0,24.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,2954.0,104.0,32MP Rear Camera | 8MP Front Camera,14999.0,Dimensity 6300 Processor,8.0,128.0,realme,Android
"realme C65 5G (Feather Green, 128 GB)",11498.0,28.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,11973.0,499.0,50MP Rear Camera | 8MP Front Camera,15999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme P1 5G (Feather Blue, 128 GB)",15999.0,27.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,21999.0,Dimensity 7050 Processor,8.0,128.0,realme,Android
"realme 70 TURBO 5G (Turbo Purple, 128 GB)",16445.0,21.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,1865.0,162.0,50MP Rear Camera,20999.0,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,8.0,128.0,realme,Android
"realme 13 Pro+ 5G (Emerald Green, 256 GB)",26999.0,30.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,6365.0,618.0,50MP + 8MP + 50MP | 32MP Front Camera,38999.0,Snapdragon 7s Gen2 Processor,12.0,256.0,realme,Android
"realme P1 Pro 5G (Parrot Blue, 256 GB)",17999.0,33.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,6430.0,408.0,50MP + 8MP | 16MP Front Camera,26999.0,6 Gen 1 Processor,12.0,256.0,realme,Android
"realme C65 5G (Glowing Black, 128 GB)",11178.0,30.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,11973.0,499.0,50MP Rear Camera | 8MP Front Camera,15999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme 13+ 5G (Speed Green, 128 GB)",22999.0,11.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,2374.0,200.0,50MP + 2MP | 16MP Front Camera,25999.0,Dimensity 7300 Energy Processor,8.0,128.0,realme,Android
"realme 14 Pro 5G (Pearl White, 256 GB)",26999.0,10.0,6000 mAh Battery,17.2 cm (6.77 inch) Full HD+ Display,2176.0,237.0,50MP + 2MP | 16MP Front Camera,29999.0,Dimensity 7300 Energy Processor,8.0,256.0,realme,Android
"realme C63 (Leather Blue, 64 GB)",8499.0,15.0,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,9774.0,500.0,50MP Rear Camera | 8MP Front Camera,9999.0,T612 Processor,4.0,64.0,realme,Android
"realme P2 Pro 5G (Eagle Grey, 128 GB)",18999.0,26.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,8217.0,584.0,50MP + 8MP | 32MP Front Camera,25999.0,7s Gen2 Processor,8.0,128.0,realme,Android
"realme 12 Pro+ 5G (Submarine Blue, 128 GB)",21999.0,37.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,26058.0,3056.0,50MP + 8MP + 64MP | 32MP Front Camera,34999.0,Snapdragon 7s Gen 2 Processor,8.0,128.0,realme,Android
"realme 70 TURBO 5G (Turbo Yellow, 128 GB)",15027.0,25.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,2533.0,207.0,50MP Rear Camera,20131.0,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,6.0,128.0,realme,Android
"realme P1 5G (Peacock Green, 128 GB)",15999.0,27.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,21999.0,Dimensity 7050 Processor,8.0,128.0,realme,Android
"realme 12 Pro+ 5G (Explorer Red, 256 GB)",23999.0,36.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,13749.0,1300.0,50MP + 8MP + 64MP | 32MP Front Camera,37999.0,Snapdragon 7s Gen 2 Processor,12.0,256.0,realme,Android
"realme P1 Speed 5G (Textured Titanium, 256 GB)",20999.0,8.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,425.0,41.0,50MP + 2MP | 16MP Front Camera,22999.0,Dimensity 7300 Energy Processor,12.0,256.0,realme,Android
"realme P1 5G (Phoenix Red, 128 GB)",15999.0,27.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,21999.0,Dimensity 7050 Processor,8.0,128.0,realme,Android
"realme P2 Pro 5G (Eagle Grey, 128 GB)",18999.0,26.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,8217.0,584.0,50MP + 8MP | 32MP Front Camera,25999.0,7s Gen2 Processor,8.0,128.0,realme,Android
"realme GT 6 (Fluid Silver, 256 GB)",37999.0,19.0,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,924.0,95.0,50MP + 8MP + 50MP | 32MP Front Camera,46999.0,8s Gen 3 Mobile Platform Processor,12.0,256.0,realme,Android
"realme 14 Pro+ 5G (Bikaner Purple, 128 GB)",29999.0,11.0,6000 mAh Battery,17.35 cm (6.83 inch) Display,2901.0,522.0,50MP + 50MP + 8MP | 32MP Front Camera,33999.0,7s Gen 3 Mobile Platform Processor,8.0,128.0,realme,Android
"realme GT 6 (Razor Green, 512 GB)",37999.0,26.0,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,3611.0,411.0,50MP + 8MP + 50MP | 32MP Front Camera,51999.0,8s Gen 3 Mobile Platform Processor,16.0,512.0,realme,Android
"realme GT 6 (Fluid Silver, 512 GB)",37999.0,26.0,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,3611.0,411.0,50MP + 8MP + 50MP | 32MP Front Camera,51999.0,8s Gen 3 Mobile Platform Processor,16.0,512.0,realme,Android
"realme NARZO N65 5G (DEEP GREEN, 128 GB)",11499.0,23.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,3873.0,181.0,50MP Rear Camera,14999.0,1 Year,6.0,128.0,realme,Android
"realme GT 6 (Razor Green, 256 GB)",33999.0,22.0,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,2155.0,256.0,50MP + 8MP + 50MP | 32MP Front Camera,43999.0,8s Gen 3 Mobile Platform Processor,8.0,256.0,realme,Android
"realme C61 (Marble Black, 128 GB)",8499.0,15.0,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4579.0,186.0,32MP Rear Camera | 5MP Front Camera,9999.0,T612 Processor,4.0,128.0,realme,Android
"realme C61 (Marble Black, 64 GB)",7699.0,14.0,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4579.0,186.0,32MP Rear Camera | 5MP Front Camera,8999.0,T612 Processor,4.0,64.0,realme,Android
"realme C61 (Safari Green, 64 GB)",7699.0,14.0,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4579.0,186.0,32MP Rear Camera | 5MP Front Camera,8999.0,T612 Processor,4.0,64.0,realme,Android
"realme Narzo N65 5G (AMBER GOLD, 128 GB)",12115.0,24.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,116.0,6.0,50MP Rear Camera,15999.0,1 Year,8.0,128.0,realme,Android
"realme Narzo N65 5G (Deep Green, 128 GB)",12140.0,24.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,116.0,6.0,50MP Rear Camera,15999.0,1 Year,8.0,128.0,realme,Android
"realme 12x 5G (Twilight Purple, 128 GB)",13499.0,28.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,49675.0,1820.0,50MP + 2MP | 8MP Front Camera,18999.0,Dimensity 6100+ Processor,8.0,128.0,realme,Android
"realme 12x 5G (Coral Red, 128 GB)",13499.0,28.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,49675.0,1820.0,50MP + 2MP | 8MP Front Camera,18999.0,Dimensity 6100+ Processor,8.0,128.0,realme,Android
"realme 12x 5G (Woodland Green, 128 GB)",13499.0,28.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,49675.0,1820.0,50MP + 2MP | 8MP Front Camera,18999.0,Dimensity 6100+ Processor,8.0,128.0,realme,Android
"realme 12x 5G (Coral Red, 128 GB)",12499.0,30.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,102019.0,4815.0,50MP + 2MP | 8MP Front Camera,17999.0,Dimensity 6100+ Processor,6.0,128.0,realme,Android
"realme 14x 5G (Jewel Red, 128 GB)",14999.0,11.0,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,3699.0,187.0,50MP Rear Camera | 8MP Front Camera,16999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme 14x 5G (Crystal Black, 128 GB)",14999.0,11.0,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,3699.0,187.0,50MP Rear Camera | 8MP Front Camera,16999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme C63 (Jade Green, 64 GB)",8499.0,15.0,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,9774.0,500.0,50MP Rear Camera | 8MP Front Camera,9999.0,T612 Processor,4.0,64.0,realme,Android
"realme NARZO N65 5G (AMBER GOLD, 128 GB)",11650.0,22.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,3873.0,181.0,50MP Rear Camera,14999.0,1 Year,6.0,128.0,realme,Android
"realme 70 TURBO 5G (Turbo Purple, 256 GB)",20990.0,8.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,306.0,12.0,50MP Rear Camera,22999.0,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,12.0,256.0,realme,Android
"realme 70 TURBO 5G (Turbo Yellow, 256 GB)",20990.0,8.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,306.0,12.0,50MP Rear Camera,22999.0,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,12.0,256.0,realme,Android
"realme 12x 5G (Twilight Purple, 128 GB)",12499.0,30.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,102019.0,4815.0,50MP + 2MP | 8MP Front Camera,17999.0,Dimensity 6100+ Processor,6.0,128.0,realme,Android
"realme 13 Pro 5G (Monet Purple, 256 GB)",23999.0,22.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,5997.0,433.0,50MP + 8MP + 2MP | 32MP Front Camera,30999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme GT 6 (Fluid Silver, 256 GB)",33999.0,22.0,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,2155.0,256.0,50MP + 8MP + 50MP | 32MP Front Camera,43999.0,8s Gen 3 Mobile Platform Processor,8.0,256.0,realme,Android
"realme Narzo N65 5G (Deep Green, 128 GB)",12139.0,24.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,116.0,6.0,50MP Rear Camera,15999.0,1 Year,8.0,128.0,realme,Android
"realme P1 Pro 5G (Parrot Blue, 256 GB)",16999.0,34.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,29477.0,1940.0,50MP + 8MP | 16MP Front Camera,25999.0,6 Gen 1 Processor,8.0,256.0,realme,Android
"realme Narzo N65 5G (AMBER GOLD, 128 GB)",12112.0,24.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,116.0,6.0,50MP Rear Camera,15999.0,1 Year,8.0,128.0,realme,Android
"realme P1 Pro 5G (Phoenix Red, 128 GB)",15999.0,36.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,29477.0,1940.0,50MP + 8MP | 16MP Front Camera,24999.0,6 Gen 1 Processor,8.0,128.0,realme,Android
"realme 14 Pro 5G (Jaipur Pink, 128 GB)",24999.0,10.0,6000 mAh Battery,17.2 cm (6.77 inch) Full HD+ Display,2176.0,237.0,50MP + 2MP | 16MP Front Camera,27999.0,Dimensity 7300 Energy Processor,8.0,128.0,realme,Android
"realme 12 Pro+ 5G (Submarine Blue, 256 GB)",23999.0,36.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,13749.0,1300.0,50MP + 8MP + 64MP | 32MP Front Camera,37999.0,Snapdragon 7s Gen 2 Processor,12.0,256.0,realme,Android
"realme Narzo N61 (Voyage Blue, 64 GB)",7278.0,19.0,5000 mAh Battery,17.12 cm (6.74 inch) Display,3354.0,165.0,32MP Rear Camera,8999.0,1 Year,4.0,64.0,realme,Android
"realme 13 Pro 5G (Monet Gold, 128 GB)",21999.0,24.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,5997.0,433.0,50MP + 8MP + 2MP | 32MP Front Camera,28999.0,Snapdragon 7s Gen2 Processor,8.0,128.0,realme,Android
"realme Narzo N63 4G (Twilight Purple, 128 GB)",8599.0,21.0,5000 mAh Battery,17.12 cm (6.74 inch) Display,2852.0,84.0,50MP Rear Camera,10999.0,Domestic Warranty  1 year for handset and 6 months for accessories.,4.0,128.0,realme,Android
"realme 12 Pro+ 5G (Navigator Beige, 256 GB)",23999.0,36.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,13749.0,1300.0,50MP + 8MP + 64MP | 32MP Front Camera,37999.0,Snapdragon 7s Gen 2 Processor,12.0,256.0,realme,Android
"realme 14x 5G (Crystal Black, 128 GB)",14999.0,11.0,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,3699.0,187.0,50MP Rear Camera | 8MP Front Camera,16999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme 70 TURBO 5G (Turbo Green, 128 GB)",16198.0,22.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,1865.0,162.0,50MP Rear Camera,20999.0,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,8.0,128.0,realme,Android
"realme NARZO N65 5G (AMBER GOLD, 128 GB)",11199.0,25.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,3873.0,181.0,50MP Rear Camera,14999.0,1 Year,6.0,128.0,realme,Android
"realme NARZO 70X 5G (ICE BLUE, 128 GB)",11490.0,32.0,5000 mAh Battery,17.07 cm (6.72 inch) Display,1174.0,64.0,50MP Rear Camera | 8MP Front Camera,16999.0,Dimensity 6100+ 5G Chipset Processor,4.0,128.0,realme,Android
"realme P1 5G (Feather Blue, 128 GB)",14421.0,31.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,88444.0,5217.0,50MP + 2MP | 16MP Front Camera,20999.0,Dimensity 7050 Processor,6.0,128.0,realme,Android
"realme 13 Pro+ 5G (Emerald Green, 256 GB)",25999.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,10119.0,1041.0,50MP + 8MP + 50MP | 32MP Front Camera,36999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme NARZO N65 5G (DEEP GREEN, 128 GB)",10895.0,22.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,803.0,36.0,50MP Rear Camera,13999.0,1 Year,4.0,128.0,realme,Android
"realme Narzo 30 (Racing Blue, 64 GB)",10999.0,26.0,5000 mAh Battery,16.51 cm (6.5 inch) Full HD+ Display,107570.0,8894.0,48MP + 2MP + 2MP | 16MP Front Camera,14999.0,MediaTek Helio G95 Processor,4.0,64.0,realme,Android
"realme 14 Pro 5G (Pearl White, 128 GB)",24999.0,10.0,6000 mAh Battery,17.2 cm (6.77 inch) Full HD+ Display,2176.0,237.0,50MP + 2MP | 16MP Front Camera,27999.0,Dimensity 7300 Energy Processor,8.0,128.0,realme,Android
"realme 13 Pro 5G (Monet Purple, 128 GB)",21999.0,24.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,5997.0,433.0,50MP + 8MP + 2MP | 32MP Front Camera,28999.0,Snapdragon 7s Gen2 Processor,8.0,128.0,realme,Android
"realme P1 Speed 5G (Brushed Blue, 256 GB)",20999.0,8.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,425.0,41.0,50MP + 2MP | 16MP Front Camera,22999.0,Dimensity 7300 Energy Processor,12.0,256.0,realme,Android
"realme 14x 5G (Golden Glow, 128 GB)",14999.0,11.0,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,3699.0,187.0,50MP Rear Camera | 8MP Front Camera,16999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme C63 (Jade Green, 64 GB)",8499.0,15.0,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,9774.0,500.0,50MP Rear Camera | 8MP Front Camera,9999.0,T612 Processor,4.0,64.0,realme,Android
"realme Narzo N65 5G (Deep Green, 128 GB)",10790.0,22.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,803.0,36.0,50MP Rear Camera,13999.0,1 Year,4.0,128.0,realme,Android
"realme P2 Pro 5G (Parrot Green, 256 GB)",20990.0,25.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,7398.0,617.0,50MP + 8MP | 32MP Front Camera,27999.0,7s Gen2 Processor,12.0,256.0,realme,Android
"realme 13+ 5G (Dark Purple, 256 GB)",24999.0,10.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,2374.0,200.0,50MP + 2MP | 16MP Front Camera,27999.0,Dimensity 7300 Energy Processor,8.0,256.0,realme,Android
"realme 13 Pro 5G (Emerald Green, 512 GB)",26999.0,22.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,652.0,52.0,50MP + 8MP + 2MP | 32MP Front Camera,34999.0,Snapdragon 7s Gen2 Processor,12.0,512.0,realme,Android
"realme C63 5G (Forest Green, 128 GB)",10870.0,22.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,14676.0,432.0,32MP Rear Camera | 8MP Front Camera,13999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme P1 Pro 5G (Parrot Blue, 128 GB)",15999.0,36.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,29477.0,1940.0,50MP + 8MP | 16MP Front Camera,24999.0,6 Gen 1 Processor,8.0,128.0,realme,Android
"realme 14x 5G (Golden Glow, 128 GB)",15999.0,11.0,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,1952.0,98.0,50MP Rear Camera | 8MP Front Camera,17999.0,Dimensity 6300 Processor,8.0,128.0,realme,Android
"realme NARZO 70X 5G (FOREST GREEN, 128 GB)",11499.0,32.0,5000 mAh Battery,17.07 cm (6.72 inch) Display,1174.0,64.0,50MP Rear Camera | 8MP Front Camera,16999.0,Dimensity 6100+ 5G Chipset Processor,4.0,128.0,realme,Android
"realme C65 5G (Feather Green, 128 GB)",12799.0,24.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,1003.0,50.0,50MP Rear Camera | 8MP Front Camera,16999.0,Dimensity 6300 Processor,8.0,128.0,realme,Android
"realme 14x 5G (Jewel Red, 128 GB)",15999.0,11.0,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,1952.0,98.0,50MP Rear Camera | 8MP Front Camera,17999.0,Dimensity 6300 Processor,8.0,128.0,realme,Android
"realme NARZO N65 5G (DEEP GREEN, 128 GB)",11499.0,23.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,3873.0,181.0,50MP Rear Camera,14999.0,1 Year,6.0,128.0,realme,Android
"realme GT 6T 5G (Fluid Silver, 256 GB)",27418.0,23.0,5500 mAh Battery,17.22 cm (6.78 inch) Display,2225.0,168.0,50MP Rear Camera,35999.0,1 Year,8.0,256.0,realme,Android
"realme 13 Pro+ 5G (Monet Purple, 256 GB)",26999.0,30.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,6365.0,618.0,50MP + 8MP + 50MP | 32MP Front Camera,38999.0,Snapdragon 7s Gen2 Processor,12.0,256.0,realme,Android
"realme C25Y (Metal Grey, 128 GB)",8574.0,38.0,5000 mAh Battery,16.51 cm (6.5 inch) HD+ Display,139931.0,5839.0,50MP + 2MP + 2MP | 8MP Front Camera,13999.0,Unisoc T610 Octa Core Processor,4.0,128.0,realme,Android
"realme P1 5G (Peacock Green, 256 GB)",18999.0,17.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,22999.0,Dimensity 7050 Processor,8.0,256.0,realme,Android
"realme P1 5G (Phoenix Red, 128 GB)",13989.0,33.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,88444.0,5217.0,50MP + 2MP | 16MP Front Camera,20999.0,Dimensity 7050 Processor,6.0,128.0,realme,Android
"realme 7 (Mist White, 64 GB)",17999.0,33.0,5000 mAh Lithium-ion Battery,16.51 cm (6.5 inch) Full HD+ Display,267513.0,25024.0,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,26999.0,MediaTek Helio G95 Processor,6.0,64.0,realme,Android
"realme P1 Pro 5G (Phoenix Red, 256 GB)",17999.0,33.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,6430.0,408.0,50MP + 8MP | 16MP Front Camera,29999.0,6 Gen 1 Processor,12.0,256.0,realme,Android
"realme GT 6T 5G (Miracle Purple, 256 GB)",29995.0,21.0,5500 mAh Battery,17.22 cm (6.78 inch) Display,818.0,80.0,50MP Rear Camera,37999.0,1 Year,12.0,256.0,realme,Android
"realme 13 Pro 5G (Monet Purple, 512 GB)",26999.0,22.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,652.0,52.0,50MP + 8MP + 2MP | 32MP Front Camera,34999.0,Snapdragon 7s Gen2 Processor,12.0,512.0,realme,Android
